name,size,duration,duration(s),speed,size_per_sec
sha256,65536,32.2µs,0.0000322,1.90GB/s,2035279503.10559
twox_hash::XxHash32,65536,7.9µs,0.0000079,7.73GB/s,8295696202.531646
twox_hash::XxHash64,65536,4.1µs,0.0000041,14.89GB/s,15984390243.90244
twox_hash::XxHash3_64,65536,1.6µs,0.0000016,38.15GB/s,40960000000
twox_hash::XxHash3_128,65536,1.5µs,0.0000015,40.69GB/s,43690666666.666664
seahash,65536,7.3µs,0.0000073,8.36GB/s,8977534246.575342
xxhash::xxh32,65536,8µs,0.000008,7.63GB/s,8192000000
xxhash::xxh64,65536,4.1µs,0.0000041,14.89GB/s,15984390243.90244
xxhash::xxh3_64_with_seed,65536,3.3µs,0.0000033,18.50GB/s,19859393939.39394
xxhash::xxh3_128_with_seed,65536,2.6µs,0.0000026,23.48GB/s,25206153846.153847
xxhash::const_xxh32,65536,16.5µs,0.0000165,3.70GB/s,3971878787.878788
xxhash::const_xxh64,65536,13.5µs,0.0000135,4.52GB/s,4854518518.518518
xxhash::const_xxh3_64_with_seed,65536,33.8µs,0.0000338,1.81GB/s,1938934911.2426035
xxhash::const_xxh3_128_with_seed,65536,32.5µs,0.0000325,1.88GB/s,2016492307.6923077
murmur3_32,65536,70.5µs,0.0000705,886.52MB/s,929588652.4822695
murmur3_x64_128,65536,41.9µs,0.0000419,1.46GB/s,1564105011.9331741
murmur3_x86_128,65536,70.9µs,0.0000709,881.52MB/s,924344146.6854725
murmur3_32_of_slice,65536,19.7µs,0.0000197,3.10GB/s,3326700507.614213
murmur3_x64_128_of_slice,65536,8.3µs,0.0000083,7.35GB/s,7895903614.457831
murmur3_x86_128_of_slice,65536,15.7µs,0.0000157,3.89GB/s,4174267515.923567
md5_compute,131072,287.1µs,0.0002871,435.39MB/s,456537791.7102055
Blake2b512,131072,121.3µs,0.0001213,1.01GB/s,1080560593.569662
Blake2s256,131072,215.1µs,0.0002151,581.13MB/s,609353788.9353789
Sha1,131072,74.9µs,0.0000749,1.63GB/s,1749959946.5954607
Keccak224,131072,294.2µs,0.0002942,424.88MB/s,445520054.38477224
Keccak256,131072,294.3µs,0.0002943,424.74MB/s,445368671.4237173
Keccak384,131072,375.4µs,0.0003754,332.98MB/s,349152903.56952584
Keccak512,131072,565.1µs,0.0005651,221.20MB/s,231944788.533003
Keccak256Full,131072,289.1µs,0.0002891,432.38MB/s,453379453.4763058
Sha3_224,131072,285.6µs,0.0002856,437.68MB/s,458935574.22969186
Sha3_256,131072,291.1µs,0.0002911,429.41MB/s,450264513.91274476
Sha3_384,131072,373µs,0.000373,335.12MB/s,351399463.80697054
Sha3_512,131072,536.7µs,0.0005367,232.90MB/s,244218371.52971864
Sha224,131072,76.3µs,0.0000763,1.60GB/s,1717850589.7771952
Sha256,131072,63.7µs,0.0000637,1.92GB/s,2057645211.9309263
Sha384,131072,186.2µs,0.0001862,671.32MB/s,703931256.7132117
Sha512,131072,185.5µs,0.0001855,673.85MB/s,706587601.0781671
Sha512_224,131072,197.6µs,0.0001976,632.59MB/s,663319838.0566802
Sha512_256,131072,191.3µs,0.0001913,653.42MB/s,685164662.8332462
sm3,131072,338.9µs,0.0003389,368.84MB/s,386757155.50309825
crc<u16>,131072,272µs,0.000272,459.56MB/s,481882352.9411765
crc<u32>,131072,260µs,0.00026,480.77MB/s,504123076.9230769
crc<u64>,131072,407.5µs,0.0004075,306.75MB/s,321649079.75460124
crc16,131072,229.5µs,0.0002295,544.66MB/s,571119825.708061
crc32fast,131072,8.9µs,0.0000089,13.72GB/s,14727191011.235954
crc64,131072,68.7µs,0.0000687,1.78GB/s,1907889374.0902474
sha256,131072,64.6µs,0.0000646,1.89GB/s,2028978328.1733747
twox_hash::XxHash32,131072,15.9µs,0.0000159,7.68GB/s,8243522012.578616
twox_hash::XxHash64,131072,8.2µs,0.0000082,14.89GB/s,15984390243.90244
twox_hash::XxHash3_64,131072,3.1µs,0.0000031,39.38GB/s,42281290322.58064
twox_hash::XxHash3_128,131072,2.7µs,0.0000027,45.21GB/s,48545185185.18519
seahash,131072,14.4µs,0.0000144,8.48GB/s,9102222222.222221
xxhash::xxh32,131072,16µs,0.000016,7.63GB/s,8192000000
xxhash::xxh64,131072,8.2µs,0.0000082,14.89GB/s,15984390243.90244
xxhash::xxh3_64_with_seed,131072,5.2µs,0.0000052,23.48GB/s,25206153846.153847
xxhash::xxh3_128_with_seed,131072,4.8µs,0.0000048,25.43GB/s,27306666666.666668
xxhash::const_xxh32,131072,33µs,0.000033,3.70GB/s,3971878787.878788
xxhash::const_xxh64,131072,27µs,0.000027,4.52GB/s,4854518518.518518
xxhash::const_xxh3_64_with_seed,131072,66µs,0.000066,1.85GB/s,1985939393.939394
xxhash::const_xxh3_128_with_seed,131072,65.2µs,0.0000652,1.87GB/s,2010306748.4662576
murmur3_32,131072,173.8µs,0.0001738,719.22MB/s,754154200.2301496
murmur3_x64_128,131072,75.6µs,0.0000756,1.61GB/s,1733756613.7566137
murmur3_x86_128,131072,87.8µs,0.0000878,1.39GB/s,1492847380.4100227
murmur3_32_of_slice,131072,39.5µs,0.0000395,3.09GB/s,3318278481.012658
murmur3_x64_128_of_slice,131072,16.2µs,0.0000162,7.54GB/s,8090864197.530864
murmur3_x86_128_of_slice,131072,31.6µs,0.0000316,3.86GB/s,4147848101.265823
md5_compute,262144,467.9µs,0.0004679,534.30MB/s,560256465.056636
Blake2b512,262144,192.9µs,0.0001929,1.27GB/s,1358963193.3644376
Blake2s256,262144,369.8µs,0.0003698,676.04MB/s,708880475.9329367
Sha1,262144,120.6µs,0.0001206,2.02GB/s,2173665008.291874
Keccak224,262144,646.4µs,0.0006464,386.76MB/s,405544554.4554455
Keccak256,262144,574.9µs,0.0005749,434.86MB/s,455981909.89737344
Keccak384,262144,750.9µs,0.0007509,332.93MB/s,349106405.64655745
Keccak512,262144,1.4232ms,0.0014232,175.66MB/s,184193367.06014615
Keccak256Full,262144,594.5µs,0.0005945,420.52MB/s,440948696.38351554
Sha3_224,262144,563.7µs,0.0005637,443.50MB/s,465041688.8415824
Sha3_256,262144,580.9µs,0.0005809,430.37MB/s,451272163.88362885
Sha3_384,262144,750.5µs,0.0007505,333.11MB/s,349292471.685543
Sha3_512,262144,1.0791ms,0.0010791,231.67MB/s,242928366.23111853
Sha224,262144,142.8µs,0.0001428,1.71GB/s,1835742296.9187675
Sha256,262144,126.8µs,0.0001268,1.93GB/s,2067381703.4700315
Sha384,262144,371.1µs,0.0003711,673.67MB/s,706397197.5208839
Sha512,262144,369.5µs,0.0003695,676.59MB/s,709456021.6508796
Sha512_224,262144,388.5µs,0.0003885,643.50MB/s,674759330.7593307
Sha512_256,262144,378.5µs,0.0003785,660.50MB/s,692586525.7595773
sm3,262144,650µs,0.00065,384.62MB/s,403298461.53846157
crc<u16>,262144,533.7µs,0.0005337,468.43MB/s,491182312.1603897
crc<u32>,262144,509.5µs,0.0005095,490.68MB/s,514512266.9283611
crc<u64>,262144,505.7µs,0.0005057,494.36MB/s,518378485.2679454
crc16,262144,438.5µs,0.0004385,570.13MB/s,597819840.3648803
crc32fast,262144,17.1µs,0.0000171,14.28GB/s,15330058479.532164
crc64,262144,122.1µs,0.0001221,2.00GB/s,2146961506.9615068
sha256,262144,127.4µs,0.0001274,1.92GB/s,2057645211.9309263
twox_hash::XxHash32,262144,31.6µs,0.0000316,7.73GB/s,8295696202.531646
twox_hash::XxHash64,262144,16µs,0.000016,15.26GB/s,16384000000
twox_hash::XxHash3_64,262144,4.9µs,0.0000049,49.82GB/s,53498775510.20408
twox_hash::XxHash3_128,262144,4.6µs,0.0000046,53.07GB/s,56987826086.95652
seahash,262144,28.4µs,0.0000284,8.60GB/s,9230422535.211267
xxhash::xxh32,262144,31.7µs,0.0000317,7.70GB/s,8269526813.880126
xxhash::xxh64,262144,19.7µs,0.0000197,12.39GB/s,13306802030.456852
xxhash::xxh3_64_with_seed,262144,15.3µs,0.0000153,15.96GB/s,17133594771.24183
xxhash::xxh3_128_with_seed,262144,9.3µs,0.0000093,26.25GB/s,28187526881.72043
xxhash::const_xxh32,262144,70.2µs,0.0000702,3.48GB/s,3734245014.245014
xxhash::const_xxh64,262144,64.3µs,0.0000643,3.80GB/s,4076889580.0933127
xxhash::const_xxh3_64_with_seed,262144,131.6µs,0.0001316,1.86GB/s,1991975683.8905776
xxhash::const_xxh3_128_with_seed,262144,139µs,0.000139,1.76GB/s,1885928057.5539567
murmur3_32,262144,300.6µs,0.0003006,831.67MB/s,872069194.9434464
murmur3_x64_128,262144,191.7µs,0.0001917,1.27GB/s,1367470005.216484
murmur3_x86_128,262144,237.5µs,0.0002375,1.03GB/s,1103764210.5263157
murmur3_32_of_slice,262144,98.7µs,0.0000987,2.47GB/s,2655967578.52077
murmur3_x64_128_of_slice,262144,40.8µs,0.0000408,5.98GB/s,6425098039.215686
murmur3_x86_128_of_slice,262144,78.8µs,0.0000788,3.10GB/s,3326700507.614213
md5_compute,524288,912.8µs,0.0009128,547.77MB/s,574373356.704645
Blake2b512,524288,402.9µs,0.0004029,1.21GB/s,1301285678.8284934
Blake2s256,524288,689.9µs,0.0006899,724.74MB/s,759947818.5244238
Sha1,524288,238.4µs,0.0002384,2.05GB/s,2199194630.8724833
Keccak224,524288,1.0856ms,0.0010856,460.57MB/s,482947678.70302135
Keccak256,524288,1.1949ms,0.0011949,418.45MB/s,438771445.3092309
Keccak384,524288,1.8656ms,0.0018656,268.01MB/s,281029159.51972556
Keccak512,524288,2.4913ms,0.0024913,200.70MB/s,210447557.50010034
Keccak256Full,524288,1.1684ms,0.0011684,427.94MB/s,448723040.0547758
Sha3_224,524288,1.1176ms,0.0011176,447.39MB/s,469119541.8754474
Sha3_256,524288,1.1553ms,0.0011553,432.79MB/s,453811131.3078854
Sha3_384,524288,1.5439ms,0.0015439,323.86MB/s,339586760.80057
Sha3_512,524288,2.3973ms,0.0023973,208.57MB/s,218699370.12472364
Sha224,524288,317.7µs,0.0003177,1.54GB/s,1650261252.7541707
Sha256,524288,270.1µs,0.0002701,1.81GB/s,1941088485.74602
Sha384,524288,801.2µs,0.0008012,624.06MB/s,654378432.3514727
Sha512,524288,785.5µs,0.0007855,636.54MB/s,667457670.273711
Sha512_224,524288,1.0154ms,0.0010154,492.42MB/s,516336419.1451645
Sha512_256,524288,810.8µs,0.0008108,616.67MB/s,646630488.4065121
sm3,524288,1.3654ms,0.0013654,366.19MB/s,383981250.91548264
crc<u16>,524288,1.196ms,0.001196,418.06MB/s,438367892.9765886
crc<u32>,524288,1.1705ms,0.0011705,427.17MB/s,447917983.7676207
crc<u64>,524288,1.0417ms,0.0010417,479.98MB/s,503300374.38801956
crc16,524288,1.0397ms,0.0010397,480.91MB/s,504268539.0016351
crc32fast,524288,42.7µs,0.0000427,11.44GB/s,12278407494.145199
crc64,524288,255.7µs,0.0002557,1.91GB/s,2050402815.7997653
sha256,524288,296.1µs,0.0002961,1.65GB/s,1770645052.34718
twox_hash::XxHash32,524288,78.2µs,0.0000782,6.24GB/s,6704450127.877238
twox_hash::XxHash64,524288,39.3µs,0.0000393,12.42GB/s,13340661577.608143
twox_hash::XxHash3_64,524288,10.9µs,0.0000109,44.80GB/s,48099816513.76147
twox_hash::XxHash3_128,524288,10.5µs,0.0000105,46.50GB/s,49932190476.190475
seahash,524288,70µs,0.00007,6.98GB/s,7489828571.428572
xxhash::xxh32,524288,77.3µs,0.0000773,6.32GB/s,6782509702.457956
xxhash::xxh64,524288,75.6µs,0.0000756,6.46GB/s,6935026455.026455
xxhash::xxh3_64_with_seed,524288,23.5µs,0.0000235,20.78GB/s,22310127659.574467
xxhash::xxh3_128_with_seed,524288,23.3µs,0.0000233,20.96GB/s,22501630901.28755
xxhash::const_xxh32,524288,161µs,0.000161,3.03GB/s,3256447204.968944
xxhash::const_xxh64,524288,130.4µs,0.0001304,3.74GB/s,4020613496.932515
xxhash::const_xxh3_64_with_seed,524288,263.6µs,0.0002636,1.85GB/s,1988952959.0288315
xxhash::const_xxh3_128_with_seed,524288,256.5µs,0.0002565,1.90GB/s,2044007797.270955
murmur3_32,524288,653.8µs,0.0006538,764.76MB/s,801908840.6240441
murmur3_x64_128,524288,298.1µs,0.0002981,1.64GB/s,1758765514.9278765
murmur3_x86_128,524288,347.3µs,0.0003473,1.41GB/s,1509611287.071696
murmur3_32_of_slice,524288,159.6µs,0.0001596,3.06GB/s,3285012531.328321
murmur3_x64_128_of_slice,524288,62.8µs,0.0000628,7.78GB/s,8348535031.847134
murmur3_x86_128_of_slice,524288,124.8µs,0.0001248,3.91GB/s,4201025641.025641
md5_compute,1048576,2.247ms,0.002247,445.04MB/s,466655985.7587895
Blake2b512,1048576,1.0488ms,0.0010488,953.47MB/s,999786422.5781846
Blake2s256,1048576,1.4277ms,0.0014277,700.43MB/s,734451215.2412972
Sha1,1048576,515.2µs,0.0005152,1.90GB/s,2035279503.10559
Keccak224,1048576,2.2101ms,0.0022101,452.47MB/s,474447310.07646716
Keccak256,1048576,2.47ms,0.00247,404.86MB/s,424524696.3562753
Keccak384,1048576,3.3632ms,0.0033632,297.34MB/s,311779257.849667
Keccak512,1048576,4.6798ms,0.0046798,213.68MB/s,224064276.25112185
Keccak256Full,1048576,2.8398ms,0.0028398,352.14MB/s,369242904.42988944
Sha3_224,1048576,2.2517ms,0.0022517,444.11MB/s,465681929.2090421
Sha3_256,1048576,2.3489ms,0.0023489,425.73MB/s,446411511.7714675
Sha3_384,1048576,3.0641ms,0.0030641,326.36MB/s,342213374.23713326
Sha3_512,1048576,5.5291ms,0.0055291,180.86MB/s,189646777.95662946
Sha224,1048576,559.1µs,0.0005591,1.75GB/s,1875471293.149705
Sha256,1048576,549.9µs,0.0005499,1.78GB/s,1906848517.9123478
Sha384,1048576,1.7542ms,0.0017542,570.06MB/s,597751681.678258
Sha512,1048576,1.6117ms,0.0016117,620.46MB/s,650602469.4422039
Sha512_224,1048576,1.7928ms,0.0017928,557.79MB/s,584881749.2190986
Sha512_256,1048576,1.7525ms,0.0017525,570.61MB/s,598331526.3908702
sm3,1048576,2.6317ms,0.0026317,379.98MB/s,398440551.7346202
crc<u16>,1048576,2.3383ms,0.0023383,427.66MB/s,448435187.95706284
crc<u32>,1048576,2.2642ms,0.0022642,441.66MB/s,463111032.5942938
crc<u64>,1048576,2.1567ms,0.0021567,463.67MB/s,486194649.23262393
crc16,1048576,1.8226ms,0.0018226,548.67MB/s,575318775.3758367
crc32fast,1048576,99.7µs,0.0000997,9.80GB/s,10517311935.807423
crc64,1048576,513.1µs,0.0005131,1.90GB/s,2043609432.8590918
sha256,1048576,543.5µs,0.0005435,1.80GB/s,1929302667.8932843
twox_hash::XxHash32,1048576,157.1µs,0.0001571,6.22GB/s,6674576702.73711
twox_hash::XxHash64,1048576,107.7µs,0.0001077,9.07GB/s,9736081708.449396
twox_hash::XxHash3_64,1048576,48.3µs,0.0000483,20.22GB/s,21709648033.126293
twox_hash::XxHash3_128,1048576,46.9µs,0.0000469,20.82GB/s,22357697228.14499
seahash,1048576,145.2µs,0.0001452,6.73GB/s,7221597796.14325
xxhash::xxh32,1048576,158.9µs,0.0001589,6.15GB/s,6598967904.342354
xxhash::xxh64,1048576,97.2µs,0.0000972,10.05GB/s,10787818930.041153
xxhash::xxh3_64_with_seed,1048576,91.6µs,0.0000916,10.66GB/s,11447336244.541485
xxhash::xxh3_128_with_seed,1048576,78.1µs,0.0000781,12.50GB/s,13426069142.12548
xxhash::const_xxh32,1048576,353.7µs,0.0003537,2.76GB/s,2964591461.690698
xxhash::const_xxh64,1048576,259.2µs,0.0002592,3.77GB/s,4045432098.765432
xxhash::const_xxh3_64_with_seed,1048576,567.4µs,0.0005674,1.72GB/s,1848036658.4420161
xxhash::const_xxh3_128_with_seed,1048576,596.1µs,0.0005961,1.64GB/s,1759060560.3086731
murmur3_32,1048576,1.1858ms,0.0011858,843.31MB/s,884277281.160398
murmur3_x64_128,1048576,647.3µs,0.0006473,1.51GB/s,1619922756.063649
murmur3_x86_128,1048576,754.1µs,0.0007541,1.30GB/s,1390499933.6957963
murmur3_32_of_slice,1048576,352.8µs,0.0003528,2.77GB/s,2972154195.0113378
murmur3_x64_128_of_slice,1048576,191.6µs,0.0001916,5.10GB/s,5472734864.300627
murmur3_x86_128_of_slice,1048576,308.2µs,0.0003082,3.17GB/s,3402258273.8481507
md5_compute,2097152,3.7225ms,0.0037225,537.27MB/s,563371927.4680994
Blake2b512,2097152,1.6193ms,0.0016193,1.21GB/s,1295097881.8007782
Blake2s256,2097152,2.9905ms,0.0029905,668.78MB/s,701271359.3044641
Sha1,2097152,1.0197ms,0.0010197,1.92GB/s,2056636265.5683043
Keccak224,2097152,4.4881ms,0.0044881,445.62MB/s,467269445.86796194
Keccak256,2097152,4.9966ms,0.0049966,400.27MB/s,419715806.74858904
Keccak384,2097152,6.5672ms,0.0065672,304.54MB/s,319337312.70556706
Keccak512,2097152,9.7453ms,0.0097453,205.23MB/s,215196248.4479698
Keccak256Full,2097152,5.2874ms,0.0052874,378.26MB/s,396631993.0400575
Sha3_224,2097152,4.5984ms,0.0045984,434.93MB/s,456061238.6917189
Sha3_256,2097152,5.2559ms,0.0052559,380.52MB/s,399009113.5676097
Sha3_384,2097152,6.5708ms,0.0065708,304.38MB/s,319162354.66001093
Sha3_512,2097152,9.7939ms,0.0097939,204.21MB/s,214128386.03620622
Sha224,2097152,1.162ms,0.001162,1.68GB/s,1804777969.0189328
Sha256,2097152,1.1356ms,0.0011356,1.72GB/s,1846734765.7625926
Sha384,2097152,3.1311ms,0.0031311,638.75MB/s,669781227.0448085
Sha512,2097152,3.1726ms,0.0031726,630.40MB/s,661019983.6096576
Sha512_224,2097152,3.0766ms,0.0030766,650.07MB/s,681645972.8271469
Sha512_256,2097152,3.3388ms,0.0033388,599.02MB/s,628115490.5954235
sm3,2097152,5.627ms,0.005627,355.43MB/s,372694508.6191576
crc<u16>,2097152,4.4298ms,0.0044298,451.49MB/s,473419115.9871777
crc<u32>,2097152,4.4317ms,0.0044317,451.29MB/s,473216147.3023896
crc<u64>,2097152,4.2073ms,0.0042073,475.36MB/s,498455541.5587194
crc16,2097152,3.9557ms,0.0039557,505.60MB/s,530159516.646864
crc32fast,2097152,186µs,0.000186,10.50GB/s,11275010752.688171
crc64,2097152,1.0194ms,0.0010194,1.92GB/s,2057241514.616441
sha256,2097152,1.1049ms,0.0011049,1.77GB/s,1898046882.0707757
twox_hash::XxHash32,2097152,321.6µs,0.0003216,6.07GB/s,6520995024.875622
twox_hash::XxHash64,2097152,197.6µs,0.0001976,9.88GB/s,10613117408.906883
twox_hash::XxHash3_64,2097152,82.2µs,0.0000822,23.76GB/s,25512798053.52798
twox_hash::XxHash3_128,2097152,101.6µs,0.0001016,19.22GB/s,20641259842.519684
seahash,2097152,301.5µs,0.0003015,6.48GB/s,6955728026.533997
xxhash::xxh32,2097152,297.4µs,0.0002974,6.57GB/s,7051620712.844654
xxhash::xxh64,2097152,182.2µs,0.0001822,10.72GB/s,11510164654.226126
xxhash::xxh3_64_with_seed,2097152,150µs,0.00015,13.02GB/s,13981013333.333334
xxhash::xxh3_128_with_seed,2097152,216.3µs,0.0002163,9.03GB/s,9695570966.250578
xxhash::const_xxh32,2097152,570.5µs,0.0005705,3.42GB/s,3675989482.9097285
xxhash::const_xxh64,2097152,498.2µs,0.0004982,3.92GB/s,4209458048.9763145
xxhash::const_xxh3_64_with_seed,2097152,1.07ms,0.00107,1.83GB/s,1959955140.1869159
xxhash::const_xxh3_128_with_seed,2097152,1.0705ms,0.0010705,1.82GB/s,1959039701.0742643
murmur3_32,2097152,2.3638ms,0.0023638,846.10MB/s,887195194.1788646
murmur3_x64_128,2097152,1.2628ms,0.0012628,1.55GB/s,1660715869.4963572
murmur3_x86_128,2097152,1.7283ms,0.0017283,1.13GB/s,1213418966.6145923
murmur3_32_of_slice,2097152,855.1µs,0.0008551,2.28GB/s,2452522511.986902
murmur3_x64_128_of_slice,2097152,332.8µs,0.0003328,5.87GB/s,6301538461.538462
murmur3_x86_128_of_slice,2097152,552.3µs,0.0005523,3.54GB/s,3797124751.041101
md5_compute,4194304,7.9738ms,0.0079738,501.64MB/s,526010684.99335325
Blake2b512,4194304,3.5971ms,0.0035971,1.09GB/s,1166023741.3471963
Blake2s256,4194304,5.6197ms,0.0056197,711.78MB/s,746357278.858302
Sha1,4194304,2.1512ms,0.0021512,1.82GB/s,1949750836.7422833
Keccak224,4194304,9.1857ms,0.0091857,435.46MB/s,456612343.0985118
Keccak256,4194304,9.6605ms,0.0096605,414.06MB/s,434170488.0699757
Keccak384,4194304,13.1591ms,0.0131591,303.97MB/s,318737907.60766315
Keccak512,4194304,20.2432ms,0.0202432,197.60MB/s,207195700.28454
Keccak256Full,4194304,13.6588ms,0.0136588,292.85MB/s,307077049.22833633
Sha3_224,4194304,10.0491ms,0.0100491,398.05MB/s,417381059.0003085
Sha3_256,4194304,9.9968ms,0.0099968,400.13MB/s,419564660.6914213
Sha3_384,4194304,13.1014ms,0.0131014,305.31MB/s,320141664.24962217
Sha3_512,4194304,18.9249ms,0.0189249,211.36MB/s,221628859.33347073
Sha224,4194304,2.375ms,0.002375,1.64GB/s,1766022736.8421052
Sha256,4194304,2.2068ms,0.0022068,1.77GB/s,1900627152.4379191
Sha384,4194304,6.7928ms,0.0067928,588.86MB/s,617463196.3255211
Sha512,4194304,7.4903ms,0.0074903,534.02MB/s,559964754.415711
Sha512_224,4194304,6.1933ms,0.0061933,645.86MB/s,677232493.1781118
Sha512_256,4194304,6.4924ms,0.0064924,616.10MB/s,646032900.0061611
sm3,4194304,11.4794ms,0.0114794,348.45MB/s,365376587.626531
crc<u16>,4194304,9.1015ms,0.0091015,439.49MB/s,460836565.40130746
crc<u32>,4194304,9.0592ms,0.0090592,441.54MB/s,462988343.34157544
crc<u64>,4194304,8.7054ms,0.0087054,459.48MB/s,481804856.755577
crc16,4194304,7.7409ms,0.0077409,516.74MB/s,541836737.3302846
crc32fast,4194304,414.8µs,0.0004148,9.42GB/s,10111629701.060753
crc64,4194304,2.3092ms,0.0023092,1.69GB/s,1816345054.5643513
sha256,4194304,2.2817ms,0.0022817,1.71GB/s,1838236402.6822107
twox_hash::XxHash32,4194304,690.3µs,0.0006903,5.66GB/s,6076059684.195277
twox_hash::XxHash64,4194304,383.2µs,0.0003832,10.19GB/s,10945469728.601254
twox_hash::XxHash3_64,4194304,339.7µs,0.0003397,11.50GB/s,12347082720.0471
twox_hash::XxHash3_128,4194304,183µs,0.000183,21.35GB/s,22919693989.071037
seahash,4194304,655.3µs,0.0006553,5.96GB/s,6400585991.149092
xxhash::xxh32,4194304,613.3µs,0.0006133,6.37GB/s,6838910810.370129
xxhash::xxh64,4194304,521.8µs,0.0005218,7.49GB/s,8038144883.096972
xxhash::xxh3_64_with_seed,4194304,371.4µs,0.0003714,10.52GB/s,11293225632.74098
xxhash::xxh3_128_with_seed,4194304,549.5µs,0.0005495,7.11GB/s,7632946314.831665
xxhash::const_xxh32,4194304,1.2032ms,0.0012032,3.25GB/s,3485957446.808511
xxhash::const_xxh64,4194304,1.0074ms,0.0010074,3.88GB/s,4163494143.339289
xxhash::const_xxh3_64_with_seed,4194304,2.2216ms,0.0022216,1.76GB/s,1887965430.3204896
xxhash::const_xxh3_128_with_seed,4194304,2.4958ms,0.0024958,1.57GB/s,1680544915.4579694
murmur3_32,4194304,4.4236ms,0.0044236,904.24MB/s,948165295.2346505
murmur3_x64_128,4194304,2.8183ms,0.0028183,1.39GB/s,1488239009.3318667
murmur3_x86_128,4194304,2.9936ms,0.0029936,1.30GB/s,1401090326.0288615
murmur3_32_of_slice,4194304,1.4113ms,0.0014113,2.77GB/s,2971943598.101042
murmur3_x64_128_of_slice,4194304,674.6µs,0.0006746,5.79GB/s,6217468129.261785
murmur3_x86_128_of_slice,4194304,1.391ms,0.001391,2.81GB/s,3015315600.287563
md5_compute,8388608,15.5116ms,0.0155116,515.74MB/s,540795791.5366564
Blake2b512,8388608,6.4863ms,0.0064863,1.20GB/s,1293280915.1596441
Blake2s256,8388608,14.2433ms,0.0142433,561.67MB/s,588951155.9821109
Sha1,8388608,4.8648ms,0.0048648,1.61GB/s,1724347969.0840323
Keccak224,8388608,18.2076ms,0.0182076,439.38MB/s,460720138.84312046
Keccak256,8388608,19.6844ms,0.0196844,406.41MB/s,426155127.9185548
Keccak384,8388608,26.8177ms,0.0268177,298.31MB/s,312801172.3600458
Keccak512,8388608,39.048ms,0.039048,204.88MB/s,214828108.9940586
Keccak256Full,8388608,20.2951ms,0.0202951,394.18MB/s,413331690.9007593
Sha3_224,8388608,19.7358ms,0.0197358,405.35MB/s,425045247.72241306
Sha3_256,8388608,19.6416ms,0.0196416,407.30MB/s,427083740.6321277
Sha3_384,8388608,26.4516ms,0.0264516,302.44MB/s,317130457.13680834
Sha3_512,8388608,39.2318ms,0.0392318,203.92MB/s,213821644.68619844
Sha224,8388608,4.9864ms,0.0049864,1.57GB/s,1682297449.0614471
Sha256,8388608,4.7878ms,0.0047878,1.63GB/s,1752079869.6687415
Sha384,8388608,12.5873ms,0.0125873,635.56MB/s,666434263.1064645
Sha512,8388608,13.2278ms,0.0132278,604.79MB/s,634165016.1024508
Sha512_224,8388608,13.553ms,0.013553,590.28MB/s,618948424.7030178
Sha512_256,8388608,17.738ms,0.017738,451.01MB/s,472917352.5763897
sm3,8388608,29.2274ms,0.0292274,273.72MB/s,287011776.6205684
crc<u16>,8388608,23.4602ms,0.0234602,341.00MB/s,357567625.1694359
crc<u32>,8388608,21.254ms,0.021254,376.40MB/s,394683730.1213889
crc<u64>,8388608,21.0135ms,0.0210135,380.71MB/s,399200894.66295475
crc16,8388608,17.7643ms,0.0177643,450.34MB/s,472217199.66449565
crc32fast,8388608,1.2852ms,0.0012852,6.08GB/s,6527083722.37784
crc64,8388608,5.217ms,0.005217,1.50GB/s,1607937128.6179798
sha256,8388608,5.3256ms,0.0053256,1.47GB/s,1575147964.5485954
twox_hash::XxHash32,8388608,1.7161ms,0.0017161,4.55GB/s,4888181341.413671
twox_hash::XxHash64,8388608,1.2254ms,0.0012254,6.38GB/s,6845607964.746205
twox_hash::XxHash3_64,8388608,1.1521ms,0.0011521,6.78GB/s,7281145733.877268
twox_hash::XxHash3_128,8388608,999.1µs,0.0009991,7.82GB/s,8396164548.093284
seahash,8388608,1.7954ms,0.0017954,4.35GB/s,4672278043.889941
xxhash::xxh32,8388608,1.5731ms,0.0015731,4.97GB/s,5332533214.671667
xxhash::xxh64,8388608,1.247ms,0.001247,6.27GB/s,6727031275.060144
xxhash::xxh3_64_with_seed,8388608,1.131ms,0.001131,6.91GB/s,7416983200.707338
xxhash::xxh3_128_with_seed,8388608,1.5403ms,0.0015403,5.07GB/s,5446087125.884568
xxhash::const_xxh32,8388608,3.004ms,0.003004,2.60GB/s,2792479360.852197
xxhash::const_xxh64,8388608,2.9277ms,0.0029277,2.67GB/s,2865255319.8756704
xxhash::const_xxh3_64_with_seed,8388608,4.858ms,0.004858,1.61GB/s,1726761630.3005352
xxhash::const_xxh3_128_with_seed,8388608,4.9053ms,0.0049053,1.59GB/s,1710111104.31574
murmur3_32,8388608,9.9272ms,0.0099272,805.87MB/s,845012490.9339995
murmur3_x64_128,8388608,5.6363ms,0.0056363,1.39GB/s,1488318222.9476783
murmur3_x86_128,8388608,6.9965ms,0.0069965,1.12GB/s,1198972057.4573002
murmur3_32_of_slice,8388608,3.0101ms,0.0030101,2.60GB/s,2786820371.416232
murmur3_x64_128_of_slice,8388608,1.7806ms,0.0017806,4.39GB/s,4711113107.941143
murmur3_x86_128_of_slice,8388608,2.5313ms,0.0025313,3.09GB/s,3313952514.518232
