name,size,duration,duration(s),speed,size_per_sec
twox_hash::XxHash3_64,256,500ns,0.0000005,488.28MB/s,512000000
twox_hash::XxHash3_128,256,400ns,0.0000004,610.35MB/s,640000000
seahash,256,300ns,0.0000003,813.80MB/s,853333333.3333334
xxhash::xxh32,256,200ns,0.0000002,1.19GB/s,1280000000
xxhash::xxh64,256,300ns,0.0000003,813.80MB/s,853333333.3333334
xxhash::xxh3_64_with_seed,256,14.9µs,0.0000149,16.39MB/s,17181208.053691275
xxhash::xxh3_128_with_seed,256,400ns,0.0000004,610.35MB/s,640000000
xxhash::const_xxh32,256,200ns,0.0000002,1.19GB/s,1280000000
xxhash::const_xxh64,256,400ns,0.0000004,610.35MB/s,640000000
xxhash::const_xxh3_64_with_seed,256,1.1µs,0.0000011,221.95MB/s,232727272.72727272
xxhash::const_xxh3_128_with_seed,256,400ns,0.0000004,610.35MB/s,640000000
murmur3_32,256,600ns,0.0000006,406.90MB/s,426666666.6666667
murmur3_x64_128,256,400ns,0.0000004,610.35MB/s,640000000
murmur3_x86_128,256,400ns,0.0000004,610.35MB/s,640000000
murmur3_32_of_slice,256,200ns,0.0000002,1.19GB/s,1280000000
murmur3_x64_128_of_slice,256,200ns,0.0000002,1.19GB/s,1280000000
murmur3_x86_128_of_slice,256,200ns,0.0000002,1.19GB/s,1280000000
md5_compute,512,2.1µs,0.0000021,232.51MB/s,243809523.80952382
Blake2b512,512,3.2µs,0.0000032,152.59MB/s,160000000
Blake2s256,512,2.2µs,0.0000022,221.95MB/s,232727272.72727272
Sha1,512,1.1µs,0.0000011,443.89MB/s,465454545.45454544
Keccak224,512,2.4µs,0.0000024,203.45MB/s,213333333.33333334
Keccak256,512,1.8µs,0.0000018,271.27MB/s,284444444.4444444
Keccak384,512,2.1µs,0.0000021,232.51MB/s,243809523.80952382
Keccak512,512,3.2µs,0.0000032,152.59MB/s,160000000
Keccak256Full,512,2.8µs,0.0000028,174.39MB/s,182857142.85714287
Sha3_224,512,1.8µs,0.0000018,271.27MB/s,284444444.4444444
Sha3_256,512,1.6µs,0.0000016,305.18MB/s,320000000
Sha3_384,512,2.1µs,0.0000021,232.51MB/s,243809523.80952382
Sha3_512,512,3µs,0.000003,162.76MB/s,170666666.66666666
Sha224,512,800ns,0.0000008,610.35MB/s,640000000
Sha256,512,600ns,0.0000006,813.80MB/s,853333333.3333334
Sha384,512,2.3µs,0.0000023,212.30MB/s,222608695.6521739
Sha512,512,1.6µs,0.0000016,305.18MB/s,320000000
Sha512_224,512,1.5µs,0.0000015,325.52MB/s,341333333.3333333
Sha512_256,512,1.3µs,0.0000013,375.60MB/s,393846153.84615386
sm3,512,2.7µs,0.0000027,180.84MB/s,189629629.62962964
crc<u16>,512,2µs,0.000002,244.14MB/s,256000000
crc<u32>,512,1.5µs,0.0000015,325.52MB/s,341333333.3333333
crc<u64>,512,2µs,0.000002,244.14MB/s,256000000
crc16,512,1.4µs,0.0000014,348.77MB/s,365714285.71428573
crc32fast,512,800ns,0.0000008,610.35MB/s,640000000
crc64,512,5.6µs,0.0000056,87.19MB/s,91428571.42857143
sha256,512,900ns,0.0000009,542.53MB/s,568888888.8888888
twox_hash::XxHash32,512,100ns,0.0000001,4.77GB/s,5120000000
twox_hash::XxHash64,512,200ns,0.0000002,2.38GB/s,2560000000
twox_hash::XxHash3_64,512,400ns,0.0000004,1.19GB/s,1280000000
twox_hash::XxHash3_128,512,400ns,0.0000004,1.19GB/s,1280000000
seahash,512,300ns,0.0000003,1.59GB/s,1706666666.6666667
xxhash::xxh32,512,200ns,0.0000002,2.38GB/s,2560000000
xxhash::xxh64,512,300ns,0.0000003,1.59GB/s,1706666666.6666667
xxhash::xxh3_64_with_seed,512,700ns,0.0000007,697.54MB/s,731428571.4285715
xxhash::xxh3_128_with_seed,512,800ns,0.0000008,610.35MB/s,640000000
xxhash::const_xxh32,512,300ns,0.0000003,1.59GB/s,1706666666.6666667
xxhash::const_xxh64,512,400ns,0.0000004,1.19GB/s,1280000000
xxhash::const_xxh3_64_with_seed,512,1.1µs,0.0000011,443.89MB/s,465454545.45454544
xxhash::const_xxh3_128_with_seed,512,600ns,0.0000006,813.80MB/s,853333333.3333334
murmur3_32,512,800ns,0.0000008,610.35MB/s,640000000
murmur3_x64_128,512,500ns,0.0000005,976.56MB/s,1024000000
murmur3_x86_128,512,500ns,0.0000005,976.56MB/s,1024000000
murmur3_32_of_slice,512,200ns,0.0000002,2.38GB/s,2560000000
murmur3_x64_128_of_slice,512,200ns,0.0000002,2.38GB/s,2560000000
murmur3_x86_128_of_slice,512,200ns,0.0000002,2.38GB/s,2560000000
md5_compute,1024,2.9µs,0.0000029,336.75MB/s,353103448.2758621
Blake2b512,1024,2.7µs,0.0000027,361.69MB/s,379259259.2592593
Blake2s256,1024,2.6µs,0.0000026,375.60MB/s,393846153.84615386
Sha1,1024,1.2µs,0.0000012,813.80MB/s,853333333.3333334
Keccak224,1024,4µs,0.000004,244.14MB/s,256000000
Keccak256,1024,3.4µs,0.0000034,287.22MB/s,301176470.5882353
Keccak384,1024,3.7µs,0.0000037,263.94MB/s,276756756.7567568
Keccak512,1024,5.3µs,0.0000053,184.26MB/s,193207547.1698113
Keccak256Full,1024,3.6µs,0.0000036,271.27MB/s,284444444.4444444
Sha3_224,1024,3.1µs,0.0000031,315.02MB/s,330322580.6451613
Sha3_256,1024,2.9µs,0.0000029,336.75MB/s,353103448.2758621
Sha3_384,1024,3.6µs,0.0000036,271.27MB/s,284444444.4444444
Sha3_512,1024,5.1µs,0.0000051,191.48MB/s,200784313.72549018
Sha224,1024,1.8µs,0.0000018,542.53MB/s,568888888.8888888
Sha256,1024,800ns,0.0000008,1.19GB/s,1280000000
Sha384,1024,3.5µs,0.0000035,279.02MB/s,292571428.5714286
Sha512,1024,2.3µs,0.0000023,424.59MB/s,445217391.3043478
Sha512_224,1024,2.3µs,0.0000023,424.59MB/s,445217391.3043478
Sha512_256,1024,2µs,0.000002,488.28MB/s,512000000
sm3,1024,4.2µs,0.0000042,232.51MB/s,243809523.80952382
crc<u16>,1024,2.9µs,0.0000029,336.75MB/s,353103448.2758621
crc<u32>,1024,2.5µs,0.0000025,390.62MB/s,409600000
crc<u64>,1024,3.1µs,0.0000031,315.02MB/s,330322580.6451613
crc16,1024,2.4µs,0.0000024,406.90MB/s,426666666.6666667
crc32fast,1024,400ns,0.0000004,2.38GB/s,2560000000
crc64,1024,6.8µs,0.0000068,143.61MB/s,150588235.29411766
sha256,1024,1.3µs,0.0000013,751.20MB/s,787692307.6923077
twox_hash::XxHash32,1024,200ns,0.0000002,4.77GB/s,5120000000
twox_hash::XxHash64,1024,300ns,0.0000003,3.18GB/s,3413333333.3333335
twox_hash::XxHash3_64,1024,600ns,0.0000006,1.59GB/s,1706666666.6666667
twox_hash::XxHash3_128,1024,400ns,0.0000004,2.38GB/s,2560000000
seahash,1024,400ns,0.0000004,2.38GB/s,2560000000
xxhash::xxh32,1024,300ns,0.0000003,3.18GB/s,3413333333.3333335
xxhash::xxh64,1024,300ns,0.0000003,3.18GB/s,3413333333.3333335
xxhash::xxh3_64_with_seed,1024,600ns,0.0000006,1.59GB/s,1706666666.6666667
xxhash::xxh3_128_with_seed,1024,400ns,0.0000004,2.38GB/s,2560000000
xxhash::const_xxh32,1024,400ns,0.0000004,2.38GB/s,2560000000
xxhash::const_xxh64,1024,600ns,0.0000006,1.59GB/s,1706666666.6666667
xxhash::const_xxh3_64_with_seed,1024,1.3µs,0.0000013,751.20MB/s,787692307.6923077
xxhash::const_xxh3_128_with_seed,1024,800ns,0.0000008,1.19GB/s,1280000000
murmur3_32,1024,1.5µs,0.0000015,651.04MB/s,682666666.6666666
murmur3_x64_128,1024,800ns,0.0000008,1.19GB/s,1280000000
murmur3_x86_128,1024,800ns,0.0000008,1.19GB/s,1280000000
murmur3_32_of_slice,1024,400ns,0.0000004,2.38GB/s,2560000000
murmur3_x64_128_of_slice,1024,400ns,0.0000004,2.38GB/s,2560000000
murmur3_x86_128_of_slice,1024,400ns,0.0000004,2.38GB/s,2560000000
md5_compute,2048,5.2µs,0.0000052,375.60MB/s,393846153.84615386
Blake2b512,2048,5.6µs,0.0000056,348.77MB/s,365714285.71428573
Blake2s256,2048,3.9µs,0.0000039,500.80MB/s,525128205.1282051
Sha1,2048,1.6µs,0.0000016,1.19GB/s,1280000000
Keccak224,2048,5.8µs,0.0000058,336.75MB/s,353103448.2758621
Keccak256,2048,5.4µs,0.0000054,361.69MB/s,379259259.2592593
Keccak384,2048,6.5µs,0.0000065,300.48MB/s,315076923.0769231
Keccak512,2048,9.7µs,0.0000097,201.35MB/s,211134020.6185567
Keccak256Full,2048,6µs,0.000006,325.52MB/s,341333333.3333333
Sha3_224,2048,5µs,0.000005,390.62MB/s,409600000
Sha3_256,2048,5.2µs,0.0000052,375.60MB/s,393846153.84615386
Sha3_384,2048,6.4µs,0.0000064,305.18MB/s,320000000
Sha3_512,2048,9.1µs,0.0000091,214.63MB/s,225054945.05494505
Sha224,2048,1.7µs,0.0000017,1.12GB/s,1204705882.3529413
Sha256,2048,1.4µs,0.0000014,1.36GB/s,1462857142.857143
Sha384,2048,5µs,0.000005,390.62MB/s,409600000
Sha512,2048,3.7µs,0.0000037,527.87MB/s,553513513.5135136
Sha512_224,2048,3.6µs,0.0000036,542.53MB/s,568888888.8888888
Sha512_256,2048,3.4µs,0.0000034,574.45MB/s,602352941.1764706
sm3,2048,6.5µs,0.0000065,300.48MB/s,315076923.0769231
crc<u16>,2048,4.7µs,0.0000047,415.56MB/s,435744680.85106385
crc<u32>,2048,4.5µs,0.0000045,434.03MB/s,455111111.1111111
crc<u64>,2048,4.9µs,0.0000049,398.60MB/s,417959183.67346936
crc16,2048,4.4µs,0.0000044,443.89MB/s,465454545.45454544
crc32fast,2048,500ns,0.0000005,3.81GB/s,4096000000
crc64,2048,8.2µs,0.0000082,238.19MB/s,249756097.5609756
sha256,2048,2.2µs,0.0000022,887.78MB/s,930909090.9090909
twox_hash::XxHash32,2048,400ns,0.0000004,4.77GB/s,5120000000
twox_hash::XxHash64,2048,300ns,0.0000003,6.36GB/s,6826666666.666667
twox_hash::XxHash3_64,2048,400ns,0.0000004,4.77GB/s,5120000000
twox_hash::XxHash3_128,2048,300ns,0.0000003,6.36GB/s,6826666666.666667
seahash,2048,400ns,0.0000004,4.77GB/s,5120000000
xxhash::xxh32,2048,400ns,0.0000004,4.77GB/s,5120000000
xxhash::xxh64,2048,300ns,0.0000003,6.36GB/s,6826666666.666667
xxhash::xxh3_64_with_seed,2048,1µs,0.000001,1.91GB/s,2048000000
xxhash::xxh3_128_with_seed,2048,300ns,0.0000003,6.36GB/s,6826666666.666667
xxhash::const_xxh32,2048,700ns,0.0000007,2.72GB/s,2925714285.714286
xxhash::const_xxh64,2048,700ns,0.0000007,2.72GB/s,2925714285.714286
xxhash::const_xxh3_64_with_seed,2048,2.2µs,0.0000022,887.78MB/s,930909090.9090909
xxhash::const_xxh3_128_with_seed,2048,1.3µs,0.0000013,1.47GB/s,1575384615.3846154
murmur3_32,2048,2.8µs,0.0000028,697.54MB/s,731428571.4285715
murmur3_x64_128,2048,1.3µs,0.0000013,1.47GB/s,1575384615.3846154
murmur3_x86_128,2048,1.6µs,0.0000016,1.19GB/s,1280000000
murmur3_32_of_slice,2048,800ns,0.0000008,2.38GB/s,2560000000
murmur3_x64_128_of_slice,2048,400ns,0.0000004,4.77GB/s,5120000000
murmur3_x86_128_of_slice,2048,700ns,0.0000007,2.72GB/s,2925714285.714286
md5_compute,4096,8.3µs,0.0000083,470.63MB/s,493493975.90361446
Blake2b512,4096,4.9µs,0.0000049,797.19MB/s,835918367.3469387
Blake2s256,4096,6.7µs,0.0000067,583.02MB/s,611343283.5820895
Sha1,4096,2.6µs,0.0000026,1.47GB/s,1575384615.3846154
Keccak224,4096,10.3µs,0.0000103,379.25MB/s,397669902.9126214
Keccak256,4096,9.8µs,0.0000098,398.60MB/s,417959183.67346936
Keccak384,4096,12.4µs,0.0000124,315.02MB/s,330322580.6451613
Keccak512,4096,24.5µs,0.0000245,159.44MB/s,167183673.46938777
Keccak256Full,4096,10.5µs,0.0000105,372.02MB/s,390095238.0952381
Sha3_224,4096,9.5µs,0.0000095,411.18MB/s,431157894.7368421
Sha3_256,4096,9.7µs,0.0000097,402.71MB/s,422268041.2371134
Sha3_384,4096,12.4µs,0.0000124,315.02MB/s,330322580.6451613
Sha3_512,4096,17.6µs,0.0000176,221.95MB/s,232727272.72727272
Sha224,4096,2.6µs,0.0000026,1.47GB/s,1575384615.3846154
Sha256,4096,2.4µs,0.0000024,1.59GB/s,1706666666.6666667
Sha384,4096,7.8µs,0.0000078,500.80MB/s,525128205.1282051
Sha512,4096,6.7µs,0.0000067,583.02MB/s,611343283.5820895
Sha512_224,4096,6.5µs,0.0000065,600.96MB/s,630153846.1538461
Sha512_256,4096,6.6µs,0.0000066,591.86MB/s,620606060.6060606
sm3,4096,13.5µs,0.0000135,289.35MB/s,303407407.4074074
crc<u16>,4096,8.9µs,0.0000089,438.90MB/s,460224719.1011236
crc<u32>,4096,8.6µs,0.0000086,454.22MB/s,476279069.76744187
crc<u64>,4096,8.9µs,0.0000089,438.90MB/s,460224719.1011236
crc16,4096,7.6µs,0.0000076,513.98MB/s,538947368.4210526
crc32fast,4096,600ns,0.0000006,6.36GB/s,6826666666.666667
crc64,4096,8.6µs,0.0000086,454.22MB/s,476279069.76744187
sha256,4096,2.7µs,0.0000027,1.41GB/s,1517037037.0370371
twox_hash::XxHash32,4096,500ns,0.0000005,7.63GB/s,8192000000
twox_hash::XxHash64,4096,500ns,0.0000005,7.63GB/s,8192000000
twox_hash::XxHash3_64,4096,600ns,0.0000006,6.36GB/s,6826666666.666667
twox_hash::XxHash3_128,4096,700ns,0.0000007,5.45GB/s,5851428571.428572
seahash,4096,700ns,0.0000007,5.45GB/s,5851428571.428572
xxhash::xxh32,4096,600ns,0.0000006,6.36GB/s,6826666666.666667
xxhash::xxh64,4096,500ns,0.0000005,7.63GB/s,8192000000
xxhash::xxh3_64_with_seed,4096,800ns,0.0000008,4.77GB/s,5120000000
xxhash::xxh3_128_with_seed,4096,500ns,0.0000005,7.63GB/s,8192000000
xxhash::const_xxh32,4096,1.2µs,0.0000012,3.18GB/s,3413333333.3333335
xxhash::const_xxh64,4096,1.2µs,0.0000012,3.18GB/s,3413333333.3333335
xxhash::const_xxh3_64_with_seed,4096,3µs,0.000003,1.27GB/s,1365333333.3333333
xxhash::const_xxh3_128_with_seed,4096,2.3µs,0.0000023,1.66GB/s,1780869565.2173913
murmur3_32,4096,5.4µs,0.0000054,723.38MB/s,758518518.5185186
murmur3_x64_128,4096,2.5µs,0.0000025,1.53GB/s,1638400000
murmur3_x86_128,4096,2.9µs,0.0000029,1.32GB/s,1412413793.1034484
murmur3_32_of_slice,4096,1.4µs,0.0000014,2.72GB/s,2925714285.714286
murmur3_x64_128_of_slice,4096,600ns,0.0000006,6.36GB/s,6826666666.666667
murmur3_x86_128_of_slice,4096,1.2µs,0.0000012,3.18GB/s,3413333333.3333335
md5_compute,8192,15.9µs,0.0000159,491.35MB/s,515220125.7861635
Blake2b512,8192,8.1µs,0.0000081,964.51MB/s,1011358024.691358
Blake2s256,8192,12.6µs,0.0000126,620.04MB/s,650158730.1587301
Sha1,8192,4.5µs,0.0000045,1.70GB/s,1820444444.4444444
Keccak224,8192,18.2µs,0.0000182,429.26MB/s,450109890.1098901
Keccak256,8192,18.9µs,0.0000189,413.36MB/s,433439153.43915343
Keccak384,8192,24.2µs,0.0000242,322.83MB/s,338512396.6942149
Keccak512,8192,34.5µs,0.0000345,226.45MB/s,237449275.36231884
Keccak256Full,8192,19.6µs,0.0000196,398.60MB/s,417959183.67346936
Sha3_224,8192,17.5µs,0.0000175,446.43MB/s,468114285.71428573
Sha3_256,8192,18.7µs,0.0000187,417.78MB/s,438074866.3101604
Sha3_384,8192,24µs,0.000024,325.52MB/s,341333333.3333333
Sha3_512,8192,34.8µs,0.0000348,224.50MB/s,235402298.8505747
Sha224,8192,4.6µs,0.0000046,1.66GB/s,1780869565.2173913
Sha256,8192,4.2µs,0.0000042,1.82GB/s,1950476190.4761906
Sha384,8192,13.1µs,0.0000131,596.37MB/s,625343511.4503816
Sha512,8192,12.4µs,0.0000124,630.04MB/s,660645161.2903225
Sha512_224,8192,12.6µs,0.0000126,620.04MB/s,650158730.1587301
Sha512_256,8192,12.2µs,0.0000122,640.37MB/s,671475409.8360655
sm3,8192,21.8µs,0.0000218,358.37MB/s,375779816.51376146
crc<u16>,8192,17.2µs,0.0000172,454.22MB/s,476279069.76744187
crc<u32>,8192,16.3µs,0.0000163,479.29MB/s,502576687.1165644
crc<u64>,8192,16.7µs,0.0000167,467.81MB/s,490538922.15568864
crc16,8192,14.6µs,0.0000146,535.10MB/s,561095890.4109589
crc32fast,8192,800ns,0.0000008,9.54GB/s,10240000000
crc64,8192,10.8µs,0.0000108,723.38MB/s,758518518.5185186
sha256,8192,4.6µs,0.0000046,1.66GB/s,1780869565.2173913
twox_hash::XxHash32,8192,1µs,0.000001,7.63GB/s,8192000000
twox_hash::XxHash64,8192,700ns,0.0000007,10.90GB/s,11702857142.857143
twox_hash::XxHash3_64,8192,600ns,0.0000006,12.72GB/s,13653333333.333334
twox_hash::XxHash3_128,8192,400ns,0.0000004,19.07GB/s,20480000000
seahash,8192,1.1µs,0.0000011,6.94GB/s,7447272727.272727
xxhash::xxh32,8192,1.1µs,0.0000011,6.94GB/s,7447272727.272727
xxhash::xxh64,8192,700ns,0.0000007,10.90GB/s,11702857142.857143
xxhash::xxh3_64_with_seed,8192,1µs,0.000001,7.63GB/s,8192000000
xxhash::xxh3_128_with_seed,8192,600ns,0.0000006,12.72GB/s,13653333333.333334
xxhash::const_xxh32,8192,2.1µs,0.0000021,3.63GB/s,3900952380.952381
xxhash::const_xxh64,8192,1.9µs,0.0000019,4.02GB/s,4311578947.368421
xxhash::const_xxh3_64_with_seed,8192,5µs,0.000005,1.53GB/s,1638400000
xxhash::const_xxh3_128_with_seed,8192,4.4µs,0.0000044,1.73GB/s,1861818181.8181818
murmur3_32,8192,10.4µs,0.0000104,751.20MB/s,787692307.6923077
murmur3_x64_128,8192,4.9µs,0.0000049,1.56GB/s,1671836734.6938775
murmur3_x86_128,8192,5.6µs,0.0000056,1.36GB/s,1462857142.857143
murmur3_32_of_slice,8192,2.5µs,0.0000025,3.05GB/s,3276800000
murmur3_x64_128_of_slice,8192,1.2µs,0.0000012,6.36GB/s,6826666666.666667
murmur3_x86_128_of_slice,8192,2.2µs,0.0000022,3.47GB/s,3723636363.6363635
md5_compute,16384,29.4µs,0.0000294,531.46MB/s,557278911.5646259
Blake2b512,16384,13.5µs,0.0000135,1.13GB/s,1213629629.6296296
Blake2s256,16384,22.3µs,0.0000223,700.67MB/s,734708520.1793722
Sha1,16384,8.4µs,0.0000084,1.82GB/s,1950476190.4761906
Keccak224,16384,34.7µs,0.0000347,450.29MB/s,472161383.2853026
Keccak256,16384,36.3µs,0.0000363,430.44MB/s,451349862.25895315
Keccak384,16384,47.1µs,0.0000471,331.74MB/s,347855626.3269639
Keccak512,16384,67.5µs,0.0000675,231.48MB/s,242725925.92592594
Keccak256Full,16384,36.9µs,0.0000369,423.44MB/s,444010840.10840106
Sha3_224,16384,67.9µs,0.0000679,230.12MB/s,241296023.5640648
Sha3_256,16384,36.4µs,0.0000364,429.26MB/s,450109890.1098901
Sha3_384,16384,47µs,0.000047,332.45MB/s,348595744.68085104
Sha3_512,16384,67.3µs,0.0000673,232.17MB/s,243447251.11441308
Sha224,16384,8.4µs,0.0000084,1.82GB/s,1950476190.4761906
Sha256,16384,8.1µs,0.0000081,1.88GB/s,2022716049.382716
Sha384,16384,25.1µs,0.0000251,622.51MB/s,652749003.9840637
Sha512,16384,23.8µs,0.0000238,656.51MB/s,688403361.3445379
Sha512_224,16384,23.6µs,0.0000236,662.08MB/s,694237288.1355932
Sha512_256,16384,23.5µs,0.0000235,664.89MB/s,697191489.3617021
sm3,16384,41.5µs,0.0000415,376.51MB/s,394795180.72289157
crc<u16>,16384,33.5µs,0.0000335,466.42MB/s,489074626.86567163
crc<u32>,16384,31.5µs,0.0000315,496.03MB/s,520126984.1269841
crc<u64>,16384,32.2µs,0.0000322,485.25MB/s,508819875.7763975
crc16,16384,27.8µs,0.0000278,562.05MB/s,589352517.9856116
crc32fast,16384,1.3µs,0.0000013,11.74GB/s,12603076923.076923
crc64,16384,13.6µs,0.0000136,1.12GB/s,1204705882.3529413
sha256,16384,8.5µs,0.0000085,1.80GB/s,1927529411.764706
twox_hash::XxHash32,16384,2µs,0.000002,7.63GB/s,8192000000
twox_hash::XxHash64,16384,1.2µs,0.0000012,12.72GB/s,13653333333.333334
twox_hash::XxHash3_64,16384,800ns,0.0000008,19.07GB/s,20480000000
twox_hash::XxHash3_128,16384,500ns,0.0000005,30.52GB/s,32768000000
seahash,16384,2µs,0.000002,7.63GB/s,8192000000
xxhash::xxh32,16384,2.1µs,0.0000021,7.27GB/s,7801904761.904762
xxhash::xxh64,16384,1.2µs,0.0000012,12.72GB/s,13653333333.333334
xxhash::xxh3_64_with_seed,16384,1.1µs,0.0000011,13.87GB/s,14894545454.545454
xxhash::xxh3_128_with_seed,16384,700ns,0.0000007,21.80GB/s,23405714285.714287
xxhash::const_xxh32,16384,4.2µs,0.0000042,3.63GB/s,3900952380.952381
xxhash::const_xxh64,16384,3.5µs,0.0000035,4.36GB/s,4681142857.142858
xxhash::const_xxh3_64_with_seed,16384,9.2µs,0.0000092,1.66GB/s,1780869565.2173913
xxhash::const_xxh3_128_with_seed,16384,8.2µs,0.0000082,1.86GB/s,1998048780.487805
murmur3_32,16384,20.6µs,0.0000206,758.50MB/s,795339805.8252428
murmur3_x64_128,16384,9.4µs,0.0000094,1.62GB/s,1742978723.4042554
murmur3_x86_128,16384,11µs,0.000011,1.39GB/s,1489454545.4545455
murmur3_32_of_slice,16384,5µs,0.000005,3.05GB/s,3276800000
murmur3_x64_128_of_slice,16384,2.1µs,0.0000021,7.27GB/s,7801904761.904762
murmur3_x86_128_of_slice,16384,4.1µs,0.0000041,3.72GB/s,3996097560.97561
md5_compute,32768,71µs,0.000071,440.14MB/s,461521126.7605634
Blake2b512,32768,32.4µs,0.0000324,964.51MB/s,1011358024.691358
Blake2s256,32768,49.6µs,0.0000496,630.04MB/s,660645161.2903225
Sha1,32768,19.1µs,0.0000191,1.60GB/s,1715602094.2408378
Keccak224,32768,73.3µs,0.0000733,426.33MB/s,447039563.43792635
Keccak256,32768,75.2µs,0.0000752,415.56MB/s,435744680.85106385
Keccak384,32768,97.6µs,0.0000976,320.18MB/s,335737704.91803277
Keccak512,32768,135.2µs,0.0001352,231.14MB/s,242366863.90532544
Keccak256Full,32768,76.6µs,0.0000766,407.96MB/s,427780678.85117495
Sha3_224,32768,69µs,0.000069,452.90MB/s,474898550.7246377
Sha3_256,32768,71.8µs,0.0000718,435.24MB/s,456378830.0835655
Sha3_384,32768,93.9µs,0.0000939,332.80MB/s,348966986.15548456
Sha3_512,32768,138.5µs,0.0001385,225.63MB/s,236592057.76173285
Sha224,32768,16.4µs,0.0000164,1.86GB/s,1998048780.487805
Sha256,32768,16.2µs,0.0000162,1.88GB/s,2022716049.382716
Sha384,32768,48.6µs,0.0000486,643.00MB/s,674238683.1275721
Sha512,32768,50.5µs,0.0000505,618.81MB/s,648871287.1287129
Sha512_224,32768,46.9µs,0.0000469,666.31MB/s,698678038.3795309
Sha512_256,32768,46.8µs,0.0000468,667.74MB/s,700170940.1709402
sm3,32768,82.8µs,0.0000828,377.42MB/s,395748792.2705314
crc<u16>,32768,67.1µs,0.0000671,465.72MB/s,488345752.60804766
crc<u32>,32768,63.4µs,0.0000634,492.90MB/s,516845425.8675079
crc<u64>,32768,63.9µs,0.0000639,489.05MB/s,512801251.9561815
crc16,32768,56µs,0.000056,558.04MB/s,585142857.1428572
crc32fast,32768,2.4µs,0.0000024,12.72GB/s,13653333333.333334
crc64,32768,21.2µs,0.0000212,1.44GB/s,1545660377.3584905
sha256,32768,16.5µs,0.0000165,1.85GB/s,1985939393.939394
twox_hash::XxHash32,32768,4.1µs,0.0000041,7.44GB/s,7992195121.95122
twox_hash::XxHash64,32768,2.2µs,0.0000022,13.87GB/s,14894545454.545454
twox_hash::XxHash3_64,32768,1.2µs,0.0000012,25.43GB/s,27306666666.666668
twox_hash::XxHash3_128,32768,1µs,0.000001,30.52GB/s,32768000000
seahash,32768,3.9µs,0.0000039,7.83GB/s,8402051282.051282
xxhash::xxh32,32768,4µs,0.000004,7.63GB/s,8192000000
xxhash::xxh64,32768,2.2µs,0.0000022,13.87GB/s,14894545454.545454
xxhash::xxh3_64_with_seed,32768,1.8µs,0.0000018,16.95GB/s,18204444444.444443
xxhash::xxh3_128_with_seed,32768,1.6µs,0.0000016,19.07GB/s,20480000000
xxhash::const_xxh32,32768,8.3µs,0.0000083,3.68GB/s,3947951807.2289157
xxhash::const_xxh64,32768,7µs,0.000007,4.36GB/s,4681142857.142858
xxhash::const_xxh3_64_with_seed,32768,17.1µs,0.0000171,1.78GB/s,1916257309.9415205
xxhash::const_xxh3_128_with_seed,32768,16.3µs,0.0000163,1.87GB/s,2010306748.4662576
murmur3_32,32768,41µs,0.000041,762.20MB/s,799219512.195122
murmur3_x64_128,32768,18.8µs,0.0000188,1.62GB/s,1742978723.4042554
murmur3_x86_128,32768,21.9µs,0.0000219,1.39GB/s,1496255707.762557
murmur3_32_of_slice,32768,9.9µs,0.0000099,3.08GB/s,3309898989.8989897
murmur3_x64_128_of_slice,32768,4.2µs,0.0000042,7.27GB/s,7801904761.904762
murmur3_x86_128_of_slice,32768,7.9µs,0.0000079,3.86GB/s,4147848101.265823
md5_compute,65536,116.8µs,0.0001168,535.10MB/s,561095890.4109589
Blake2b512,65536,50µs,0.00005,1.22GB/s,1310720000
Blake2s256,65536,87µs,0.000087,718.39MB/s,753287356.3218391
Sha1,65536,30.6µs,0.0000306,1.99GB/s,2141699346.4052289
Keccak224,65536,137.3µs,0.0001373,455.21MB/s,477319737.800437
Keccak256,65536,144.1µs,0.0001441,433.73MB/s,454795281.05482304
Keccak384,65536,203.9µs,0.0002039,306.52MB/s,321412457.08680725
Keccak512,65536,302.8µs,0.0003028,206.41MB/s,216433289.2998679
Keccak256Full,65536,146.7µs,0.0001467,426.04MB/s,446734832.9925017
Sha3_224,65536,177.7µs,0.0001777,351.72MB/s,368801350.5908835
Sha3_256,65536,180.3µs,0.0001803,346.64MB/s,363483083.74930674
Sha3_384,65536,242.7µs,0.0002427,257.52MB/s,270028842.1920066
Sha3_512,65536,299.5µs,0.0002995,208.68MB/s,218818030.05008346
Sha224,65536,37.9µs,0.0000379,1.61GB/s,1729182058.0474935
Sha256,65536,32.3µs,0.0000323,1.89GB/s,2028978328.1733747
Sha384,65536,95µs,0.000095,657.89MB/s,689852631.5789474
Sha512,65536,93.8µs,0.0000938,666.31MB/s,698678038.3795309
Sha512_224,65536,98.6µs,0.0000986,633.87MB/s,664665314.4016228
Sha512_256,65536,94µs,0.000094,664.89MB/s,697191489.3617021
sm3,65536,166.9µs,0.0001669,374.48MB/s,392666267.2258838
crc<u16>,65536,134.1µs,0.0001341,466.07MB/s,488709917.97166294
crc<u32>,65536,125.7µs,0.0001257,497.22MB/s,521368337.3110581
crc<u64>,65536,126.6µs,0.0001266,493.68MB/s,517661927.3301738
crc16,65536,110.2µs,0.0001102,567.15MB/s,594700544.4646097
crc32fast,65536,4.5µs,0.0000045,13.56GB/s,14563555555.555555
crc64,65536,34.7µs,0.0000347,1.76GB/s,1888645533.1412103
