name,size,duration,duration(s),speed,size_per_sec
murmur3_x86_128_of_slice,128,227ns,0.000000227,537.75MB/s,563876651.9823788
md5_compute,256,1.334µs,0.000001334,183.01MB/s,191904047.976012
Blake2b512,256,2.352µs,0.000002352,103.80MB/s,108843537.41496599
Blake2s256,256,2.133µs,0.000002133,114.46MB/s,120018752.93014534
Sha1,256,2.076µs,0.000002076,117.60MB/s,123314065.5105973
Keccak224,256,2.81µs,0.00000281,86.88MB/s,91103202.84697509
Keccak256,256,5.675µs,0.000005675,43.02MB/s,45110132.15859031
Keccak384,256,3.719µs,0.000003719,65.65MB/s,68835708.52379672
Keccak512,256,5.216µs,0.000005216,46.81MB/s,49079754.60122699
Keccak256Full,256,4.607µs,0.000004607,52.99MB/s,55567614.49967441
Sha3_224,256,2.881µs,0.000002881,84.74MB/s,88858035.40437348
Sha3_256,256,2.78µs,0.00000278,87.82MB/s,92086330.9352518
Sha3_384,256,3.909µs,0.000003909,62.46MB/s,65489895.11383986
Sha3_512,256,5.078µs,0.000005078,48.08MB/s,50413548.641197324
Sha224,256,4.026µs,0.000004026,60.64MB/s,63586686.53750621
Sha256,256,3.158µs,0.000003158,77.31MB/s,81063964.53451551
Sha384,256,3.27µs,0.00000327,74.66MB/s,78287461.77370031
Sha512,256,3.132µs,0.000003132,77.95MB/s,81736909.32311621
Sha512_224,256,2.701µs,0.000002701,90.39MB/s,94779711.21806738
Sha512_256,256,2.727µs,0.000002727,89.53MB/s,93876054.27209388
sm3,256,3.653µs,0.000003653,66.83MB/s,70079386.80536546
crc<u16>,256,1.142µs,0.000001142,213.78MB/s,224168126.09457093
crc<u32>,256,1.355µs,0.000001355,180.18MB/s,188929889.29889297
crc<u64>,256,2.059µs,0.000002059,118.57MB/s,124332200.09713453
crc16,256,813ns,0.000000813,300.30MB/s,314883148.8314883
crc32fast,256,264ns,0.000000264,924.78MB/s,969696969.6969697
crc64,256,1.828µs,0.000001828,133.56MB/s,140043763.6761488
sha256,256,3.535µs,0.000003535,69.06MB/s,72418670.43847242
twox_hash::XxHash32,256,208ns,0.000000208,1.15GB/s,1230769230.7692308
twox_hash::XxHash64,256,188ns,0.000000188,1.27GB/s,1361702127.6595745
twox_hash::XxHash3_64,256,881ns,0.000000881,277.12MB/s,290578887.6276958
twox_hash::XxHash3_128,256,676ns,0.000000676,361.15MB/s,378698224.852071
seahash,256,242ns,0.000000242,1008.85MB/s,1057851239.6694214
xxhash::xxh32,256,273ns,0.000000273,894.29MB/s,937728937.7289377
xxhash::xxh64,256,264ns,0.000000264,924.78MB/s,969696969.6969697
xxhash::xxh3_64_with_seed,256,1.16µs,0.00000116,210.47MB/s,220689655.1724138
xxhash::xxh3_128_with_seed,256,489ns,0.000000489,499.27MB/s,523517382.41308796
xxhash::const_xxh32,256,311ns,0.000000311,785.02MB/s,823151125.4019293
xxhash::const_xxh64,256,379ns,0.000000379,644.17MB/s,675461741.4248021
xxhash::const_xxh3_64_with_seed,256,1.468µs,0.000001468,166.31MB/s,174386920.98092642
xxhash::const_xxh3_128_with_seed,256,1.251µs,0.000001251,195.16MB/s,204636290.9672262
murmur3_32,256,759ns,0.000000759,321.66MB/s,337285902.5032938
murmur3_x64_128,256,463ns,0.000000463,527.30MB/s,552915766.7386609
murmur3_x86_128,256,462ns,0.000000462,528.44MB/s,554112554.1125541
murmur3_32_of_slice,256,355ns,0.000000355,687.72MB/s,721126760.5633802
murmur3_x64_128_of_slice,256,244ns,0.000000244,1000.58MB/s,1049180327.8688525
murmur3_x86_128_of_slice,256,304ns,0.000000304,803.09MB/s,842105263.1578947
md5_compute,512,2.039µs,0.000002039,239.47MB/s,251103482.09906816
Blake2b512,512,2.895µs,0.000002895,168.66MB/s,176856649.3955095
Blake2s256,512,2.933µs,0.000002933,166.48MB/s,174565291.5103989
Sha1,512,2.826µs,0.000002826,172.78MB/s,181174805.37862703
Keccak224,512,4.61µs,0.00000461,105.92MB/s,111062906.72451194
Keccak256,512,4.247µs,0.000004247,114.97MB/s,120555686.36684719
Keccak384,512,5.654µs,0.000005654,86.36MB/s,90555359.0378493
Keccak512,512,8.662µs,0.000008662,56.37MB/s,59108750.86585084
Keccak256Full,512,6.339µs,0.000006339,77.03MB/s,80769837.51380344
Sha3_224,512,4.542µs,0.000004542,107.50MB/s,112725671.51034786
Sha3_256,512,4.651µs,0.000004651,104.98MB/s,110083852.93485272
Sha3_384,512,6.026µs,0.000006026,81.03MB/s,84965151.01228012
Sha3_512,512,9.053µs,0.000009053,53.94MB/s,56555837.84380868
Sha224,512,6.216µs,0.000006216,78.55MB/s,82368082.36808237
Sha256,512,5.733µs,0.000005733,85.17MB/s,89307517.87894645
Sha384,512,4.519µs,0.000004519,108.05MB/s,113299402.52268201
Sha512,512,4.429µs,0.000004429,110.25MB/s,115601715.96297133
Sha512_224,512,3.948µs,0.000003948,123.68MB/s,129685916.91995947
Sha512_256,512,4.018µs,0.000004018,121.52MB/s,127426580.38825287
sm3,512,5.478µs,0.000005478,89.13MB/s,93464768.16356334
crc<u16>,512,1.743µs,0.000001743,280.14MB/s,293746414.22834194
crc<u32>,512,1.868µs,0.000001868,261.39MB/s,274089935.7601713
crc<u64>,512,2.887µs,0.000002887,169.13MB/s,177346726.7059231
crc16,512,1.388µs,0.000001388,351.79MB/s,368876080.69164264
crc32fast,512,314ns,0.000000314,1.52GB/s,1630573248.4076433
crc64,512,2.009µs,0.000002009,243.05MB/s,254853160.77650574
sha256,512,5.992µs,0.000005992,81.49MB/s,85447263.01735647
twox_hash::XxHash32,512,252ns,0.000000252,1.89GB/s,2031746031.7460318
twox_hash::XxHash64,512,236ns,0.000000236,2.02GB/s,2169491525.423729
twox_hash::XxHash3_64,512,642ns,0.000000642,760.56MB/s,797507788.1619937
twox_hash::XxHash3_128,512,677ns,0.000000677,721.24MB/s,756277695.7163959
seahash,512,286ns,0.000000286,1.67GB/s,1790209790.2097902
xxhash::xxh32,512,304ns,0.000000304,1.57GB/s,1684210526.3157895
xxhash::xxh64,512,321ns,0.000000321,1.49GB/s,1595015576.3239875
xxhash::xxh3_64_with_seed,512,468ns,0.000000468,1.02GB/s,1094017094.0170941
xxhash::xxh3_128_with_seed,512,374ns,0.000000374,1.27GB/s,1368983957.2192514
xxhash::const_xxh32,512,500ns,0.0000005,976.56MB/s,1024000000
xxhash::const_xxh64,512,468ns,0.000000468,1.02GB/s,1094017094.0170941
xxhash::const_xxh3_64_with_seed,512,1.091µs,0.000001091,447.55MB/s,469294225.4812099
xxhash::const_xxh3_128_with_seed,512,1.283µs,0.000001283,380.58MB/s,399064692.12782544
murmur3_32,512,1.262µs,0.000001262,386.91MB/s,405705229.7939778
murmur3_x64_128,512,606ns,0.000000606,805.74MB/s,844884488.4488449
murmur3_x86_128,512,694ns,0.000000694,703.58MB/s,737752161.3832853
murmur3_32_of_slice,512,563ns,0.000000563,867.28MB/s,909413854.3516874
murmur3_x64_128_of_slice,512,305ns,0.000000305,1.56GB/s,1678688524.590164
murmur3_x86_128_of_slice,512,385ns,0.000000385,1.24GB/s,1329870129.8701298
md5_compute,1024,3.651µs,0.000003651,267.48MB/s,280471103.8071761
Blake2b512,1024,4.434µs,0.000004434,220.24MB/s,230942715.3811457
Blake2s256,1024,5.354µs,0.000005354,182.40MB/s,191258871.87149796
Sha1,1024,5.026µs,0.000005026,194.30MB/s,203740549.14444888
Keccak224,1024,8.371µs,0.000008371,116.66MB/s,122327081.59120774
Keccak256,1024,8.157µs,0.000008157,119.72MB/s,125536349.14797106
Keccak384,1024,10.215µs,0.000010215,95.60MB/s,100244738.13020068
Keccak512,1024,15.589µs,0.000015589,62.64MB/s,65687343.63974597
Keccak256Full,1024,9.872µs,0.000009872,98.92MB/s,103727714.74878444
Sha3_224,1024,8.221µs,0.000008221,118.79MB/s,124559056.07590318
Sha3_256,1024,8.382µs,0.000008382,116.51MB/s,122166547.36339776
Sha3_384,1024,10.645µs,0.000010645,91.74MB/s,96195396.89995302
Sha3_512,1024,15.102µs,0.000015102,64.66MB/s,67805588.66375315
Sha224,1024,10.146µs,0.000010146,96.25MB/s,100926473.4870885
Sha256,1024,9.843µs,0.000009843,99.21MB/s,104033323.17382912
Sha384,1024,6.949µs,0.000006949,140.53MB/s,147359332.27802563
Sha512,1024,6.582µs,0.000006582,148.37MB/s,155575812.8228502
Sha512_224,1024,6.312µs,0.000006312,154.72MB/s,162230671.73637515
Sha512_256,1024,6.34µs,0.00000634,154.03MB/s,161514195.5835962
sm3,1024,9.211µs,0.000009211,106.02MB/s,111171425.46954729
crc<u16>,1024,3.063µs,0.000003063,318.83MB/s,334312765.2628142
crc<u32>,1024,3.116µs,0.000003116,313.40MB/s,328626444.15917844
crc<u64>,1024,3.884µs,0.000003884,251.43MB/s,263645726.05561277
crc16,1024,2.428µs,0.000002428,402.21MB/s,421746293.2454695
crc32fast,1024,343ns,0.000000343,2.78GB/s,2985422740.524781
crc64,1024,1.593µs,0.000001593,613.03MB/s,642812303.829253
sha256,1024,10.54µs,0.00001054,92.65MB/s,97153700.18975332
twox_hash::XxHash32,1024,409ns,0.000000409,2.33GB/s,2503667481.6625915
twox_hash::XxHash64,1024,319ns,0.000000319,2.99GB/s,3210031347.9623823
twox_hash::XxHash3_64,1024,704ns,0.000000704,1.35GB/s,1454545454.5454545
twox_hash::XxHash3_128,1024,1.346µs,0.000001346,725.53MB/s,760772659.7325408
seahash,1024,417ns,0.000000417,2.29GB/s,2455635491.6067147
xxhash::xxh32,1024,449ns,0.000000449,2.12GB/s,2280623608.0178175
xxhash::xxh64,1024,396ns,0.000000396,2.41GB/s,2585858585.858586
xxhash::xxh3_64_with_seed,1024,489ns,0.000000489,1.95GB/s,2094069529.6523519
xxhash::xxh3_128_with_seed,1024,407ns,0.000000407,2.34GB/s,2515970515.970516
xxhash::const_xxh32,1024,773ns,0.000000773,1.23GB/s,1324708926.2613196
xxhash::const_xxh64,1024,692ns,0.000000692,1.38GB/s,1479768786.1271677
xxhash::const_xxh3_64_with_seed,1024,1.663µs,0.000001663,587.23MB/s,615754660.2525556
xxhash::const_xxh3_128_with_seed,1024,1.904µs,0.000001904,512.90MB/s,537815126.0504202
murmur3_32,1024,1.963µs,0.000001963,497.48MB/s,521650534.895568
murmur3_x64_128,1024,933ns,0.000000933,1.02GB/s,1097534833.869239
murmur3_x86_128,1024,1.149µs,0.000001149,849.92MB/s,891209747.6066145
murmur3_32_of_slice,1024,841ns,0.000000841,1.13GB/s,1217598097.5029726
murmur3_x64_128_of_slice,1024,456ns,0.000000456,2.09GB/s,2245614035.0877194
murmur3_x86_128_of_slice,1024,627ns,0.000000627,1.52GB/s,1633173843.7001595
md5_compute,2048,6.324µs,0.000006324,308.84MB/s,323845667.2991777
Blake2b512,2048,6.116µs,0.000006116,319.35MB/s,334859385.21909744
Blake2s256,2048,7.642µs,0.000007642,255.58MB/s,267992672.07537293
Sha1,2048,7.762µs,0.000007762,251.63MB/s,263849523.3187323
Keccak224,2048,14.121µs,0.000014121,138.31MB/s,145032221.51405707
Keccak256,2048,14.9µs,0.0000149,131.08MB/s,137449664.4295302
Keccak384,2048,20.497µs,0.000020497,95.29MB/s,99917061.03332195
Keccak512,2048,27.16µs,0.00002716,71.91MB/s,75405007.36377025
Keccak256Full,2048,18.183µs,0.000018183,107.41MB/s,112632678.87587307
Sha3_224,2048,14.148µs,0.000014148,138.05MB/s,144755442.46536613
Sha3_256,2048,14.644µs,0.000014644,133.37MB/s,139852499.31712648
Sha3_384,2048,18.887µs,0.000018887,103.41MB/s,108434372.84904961
Sha3_512,2048,35.732µs,0.000035732,54.66MB/s,57315571.476547636
Sha224,2048,17.532µs,0.000017532,111.40MB/s,116814966.91763632
Sha256,2048,16.847µs,0.000016847,115.93MB/s,121564670.26770344
Sha384,2048,12.104µs,0.000012104,161.36MB/s,169200264.3754131
Sha512,2048,11.689µs,0.000011689,167.09MB/s,175207460.00513303
Sha512_224,2048,11.264µs,0.000011264,173.40MB/s,181818181.8181818
Sha512_256,2048,11.209µs,0.000011209,174.25MB/s,182710322.06262824
sm3,2048,16.523µs,0.000016523,118.21MB/s,123948435.51413181
crc<u16>,2048,5.582µs,0.000005582,349.90MB/s,366893586.5281261
crc<u32>,2048,5.484µs,0.000005484,356.15MB/s,373450036.46973014
crc<u64>,2048,6.393µs,0.000006393,305.51MB/s,320350383.23165965
crc16,2048,4.722µs,0.000004722,413.62MB/s,433714527.742482
crc32fast,2048,503ns,0.000000503,3.79GB/s,4071570576.5407553
crc64,2048,2.75µs,0.00000275,710.23MB/s,744727272.7272727
sha256,2048,17.038µs,0.000017038,114.63MB/s,120201901.6316469
twox_hash::XxHash32,2048,681ns,0.000000681,2.80GB/s,3007342143.9060206
twox_hash::XxHash64,2048,423ns,0.000000423,4.51GB/s,4841607565.011821
twox_hash::XxHash3_64,2048,608ns,0.000000608,3.14GB/s,3368421052.631579
twox_hash::XxHash3_128,2048,587ns,0.000000587,3.25GB/s,3488926746.1669507
seahash,2048,638ns,0.000000638,2.99GB/s,3210031347.9623823
xxhash::xxh32,2048,804ns,0.000000804,2.37GB/s,2547263681.5920396
xxhash::xxh64,2048,516ns,0.000000516,3.70GB/s,3968992248.0620155
xxhash::xxh3_64_with_seed,2048,834ns,0.000000834,2.29GB/s,2455635491.6067147
xxhash::xxh3_128_with_seed,2048,683ns,0.000000683,2.79GB/s,2998535871.156662
xxhash::const_xxh32,2048,1.349µs,0.000001349,1.41GB/s,1518161601.1860638
xxhash::const_xxh64,2048,1.158µs,0.000001158,1.65GB/s,1768566493.955095
xxhash::const_xxh3_64_with_seed,2048,3.381µs,0.000003381,577.68MB/s,605737947.3528541
xxhash::const_xxh3_128_with_seed,2048,3.279µs,0.000003279,595.65MB/s,624580664.8368405
murmur3_32,2048,4.395µs,0.000004395,444.40MB/s,465984072.8100114
murmur3_x64_128,2048,1.966µs,0.000001966,993.45MB/s,1041709053.9165819
murmur3_x86_128,2048,2.577µs,0.000002577,757.91MB/s,794722545.5956539
murmur3_32_of_slice,2048,1.845µs,0.000001845,1.03GB/s,1110027100.2710028
murmur3_x64_128_of_slice,2048,1.003µs,0.000001003,1.90GB/s,2041874376.869392
murmur3_x86_128_of_slice,2048,1.552µs,0.000001552,1.23GB/s,1319587628.8659794
md5_compute,4096,12.166µs,0.000012166,321.08MB/s,336675982.2456025
Blake2b512,4096,12.295µs,0.000012295,317.71MB/s,333143554.29036194
Blake2s256,4096,15.723µs,0.000015723,248.44MB/s,260510080.7733893
Sha1,4096,16.54µs,0.00001654,236.17MB/s,247642079.8065296
Keccak224,4096,29.462µs,0.000029462,132.59MB/s,139026542.66512796
Keccak256,4096,31.397µs,0.000031397,124.41MB/s,130458324.04369844
Keccak384,4096,40.776µs,0.000040776,95.80MB/s,100451245.83088091
Keccak512,4096,55.696µs,0.000055696,70.14MB/s,73542085.60758403
Keccak256Full,4096,33.297µs,0.000033297,117.32MB/s,123014085.35303481
Sha3_224,4096,29.41µs,0.00002941,132.82MB/s,139272356.34138048
Sha3_256,4096,31.568µs,0.000031568,123.74MB/s,129751647.23770908
Sha3_384,4096,40.706µs,0.000040706,95.96MB/s,100623986.63587677
Sha3_512,4096,57.885µs,0.000057885,67.48MB/s,70760991.62131813
Sha224,4096,38.133µs,0.000038133,102.44MB/s,107413526.34201348
Sha256,4096,31.451µs,0.000031451,124.20MB/s,130234332.77161299
Sha384,4096,20.892µs,0.000020892,186.97MB/s,196055906.56710702
Sha512,4096,18.304µs,0.000018304,213.41MB/s,223776223.77622378
Sha512_224,4096,18.299µs,0.000018299,213.47MB/s,223837368.16219467
Sha512_256,4096,18.926µs,0.000018926,206.40MB/s,216421853.5348198
sm3,4096,28.122µs,0.000028122,138.90MB/s,145651091.67200056
crc<u16>,4096,10.537µs,0.000010537,370.72MB/s,388725443.6746702
crc<u32>,4096,10.184µs,0.000010184,383.57MB/s,402199528.67242736
crc<u64>,4096,11.083µs,0.000011083,352.45MB/s,369575024.8127763
crc16,4096,8.868µs,0.000008868,440.49MB/s,461885430.7622914
crc32fast,4096,726ns,0.000000726,5.25GB/s,5641873278.236915
crc64,4096,3.775µs,0.000003775,1.01GB/s,1085033112.5827816
sha256,4096,33.101µs,0.000033101,118.01MB/s,123742485.12129542
twox_hash::XxHash32,4096,999ns,0.000000999,3.82GB/s,4100100100.1001
twox_hash::XxHash64,4096,634ns,0.000000634,6.02GB/s,6460567823.343848
twox_hash::XxHash3_64,4096,1.481µs,0.000001481,2.58GB/s,2765698852.126941
twox_hash::XxHash3_128,4096,549ns,0.000000549,6.95GB/s,7460837887.067395
seahash,4096,1.105µs,0.000001105,3.45GB/s,3706787330.316742
xxhash::xxh32,4096,1.15µs,0.00000115,3.32GB/s,3561739130.4347825
xxhash::xxh64,4096,757ns,0.000000757,5.04GB/s,5410832232.496697
xxhash::xxh3_64_with_seed,4096,878ns,0.000000878,4.34GB/s,4665148063.781322
xxhash::xxh3_128_with_seed,4096,866ns,0.000000866,4.40GB/s,4729792147.806005
xxhash::const_xxh32,4096,2.177µs,0.000002177,1.75GB/s,1881488286.632981
xxhash::const_xxh64,4096,1.969µs,0.000001969,1.94GB/s,2080243778.567801
xxhash::const_xxh3_64_with_seed,4096,5.541µs,0.000005541,704.97MB/s,739216747.8794441
xxhash::const_xxh3_128_with_seed,4096,5.457µs,0.000005457,715.82MB/s,750595565.3289353
murmur3_32,4096,8.102µs,0.000008102,482.13MB/s,505554184.1520612
murmur3_x64_128,4096,2.891µs,0.000002891,1.32GB/s,1416810792.1134555
murmur3_x86_128,4096,3.708µs,0.000003708,1.03GB/s,1104638619.201726
murmur3_32_of_slice,4096,3.101µs,0.000003101,1.23GB/s,1320864237.3427927
murmur3_x64_128_of_slice,4096,1.36µs,0.00000136,2.80GB/s,3011764705.882353
murmur3_x86_128_of_slice,4096,2.209µs,0.000002209,1.73GB/s,1854232684.4726121
md5_compute,8192,24.398µs,0.000024398,320.21MB/s,335765226.6579228
Blake2b512,8192,23.71µs,0.00002371,329.50MB/s,345508224.37789965
Blake2s256,8192,35.723µs,0.000035723,218.70MB/s,229320045.90879825
Sha1,8192,29.064µs,0.000029064,268.80MB/s,281860721.16707957
Keccak224,8192,54.401µs,0.000054401,143.61MB/s,150585467.17891216
Keccak256,8192,57.632µs,0.000057632,135.56MB/s,142143253.74791783
Keccak384,8192,76.355µs,0.000076355,102.32MB/s,107288324.27476917
Keccak512,8192,118.425µs,0.000118425,65.97MB/s,69174583.06945324
Keccak256Full,8192,61.616µs,0.000061616,126.79MB/s,132952479.87535705
Sha3_224,8192,55.51µs,0.00005551,140.74MB/s,147577013.15078363
Sha3_256,8192,59.183µs,0.000059183,132.01MB/s,138418126.82696044
Sha3_384,8192,76.433µs,0.000076433,102.21MB/s,107178836.36649092
Sha3_512,8192,111.919µs,0.000111919,69.80MB/s,73195793.3862883
Sha224,8192,70.916µs,0.000070916,110.17MB/s,115516949.63054882
Sha256,8192,69.858µs,0.000069858,111.83MB/s,117266454.80832545
Sha384,8192,40.06µs,0.00004006,195.02MB/s,204493260.10983524
Sha512,8192,40.019µs,0.000040019,195.22MB/s,204702766.18606162
Sha512_224,8192,40.041µs,0.000040041,195.11MB/s,204590294.94767863
Sha512_256,8192,40.623µs,0.000040623,192.32MB/s,201659158.60473132
sm3,8192,61.267µs,0.000061267,127.52MB/s,133709827.47645551
crc<u16>,8192,20.024µs,0.000020024,390.16MB/s,409109069.1170595
crc<u32>,8192,19.29µs,0.00001929,405.00MB/s,424675997.9263867
crc<u64>,8192,20.196µs,0.000020196,386.83MB/s,405624876.2131115
crc16,8192,17.081µs,0.000017081,457.38MB/s,479597213.2779111
crc32fast,8192,1.049µs,0.000001049,7.27GB/s,7809342230.695901
crc64,8192,8.1µs,0.0000081,964.51MB/s,1011358024.691358
sha256,8192,65.891µs,0.000065891,118.57MB/s,124326539.28457604
twox_hash::XxHash32,8192,1.752µs,0.000001752,4.35GB/s,4675799086.757991
twox_hash::XxHash64,8192,1.043µs,0.000001043,7.31GB/s,7854266538.830297
twox_hash::XxHash3_64,8192,1.919µs,0.000001919,3.98GB/s,4268890046.899427
twox_hash::XxHash3_128,8192,793ns,0.000000793,9.62GB/s,10330390920.554855
seahash,8192,1.962µs,0.000001962,3.89GB/s,4175331294.5973496
xxhash::xxh32,8192,1.965µs,0.000001965,3.88GB/s,4168956743.0025444
xxhash::xxh64,8192,1.222µs,0.000001222,6.24GB/s,6703764320.785598
xxhash::xxh3_64_with_seed,8192,1.387µs,0.000001387,5.50GB/s,5906272530.641673
xxhash::xxh3_128_with_seed,8192,1.179µs,0.000001179,6.47GB/s,6948261238.337574
xxhash::const_xxh32,8192,4.089µs,0.000004089,1.87GB/s,2003423820.0048912
xxhash::const_xxh64,8192,3.577µs,0.000003577,2.13GB/s,2290187307.7998323
xxhash::const_xxh3_64_with_seed,8192,10.321µs,0.000010321,756.95MB/s,793721538.6105998
xxhash::const_xxh3_128_with_seed,8192,10.467µs,0.000010467,746.39MB/s,782650234.0689787
murmur3_32,8192,15.379µs,0.000015379,508.00MB/s,532674426.1655504
murmur3_x64_128,8192,5.226µs,0.000005226,1.46GB/s,1567546880.9797168
murmur3_x86_128,8192,6.663µs,0.000006663,1.15GB/s,1229476211.9165542
murmur3_32_of_slice,8192,4.61µs,0.00000461,1.65GB/s,1777006507.592191
murmur3_x64_128_of_slice,8192,2.402µs,0.000002402,3.18GB/s,3410491257.2855954
murmur3_x86_128_of_slice,8192,4.079µs,0.000004079,1.87GB/s,2008335376.317725
md5_compute,16384,47.491µs,0.000047491,329.01MB/s,344991682.63460445
Blake2b512,16384,43.27µs,0.00004327,361.10MB/s,378645712.96510285
Blake2s256,16384,68.788µs,0.000068788,227.15MB/s,238181078.09501657
Sha1,16384,68.213µs,0.000068213,229.06MB/s,240188820.3128436
Keccak224,16384,116.639µs,0.000116639,133.96MB/s,140467596.60147977
Keccak256,16384,105.648µs,0.000105648,147.90MB/s,155081023.77707103
Keccak384,16384,146.257µs,0.000146257,106.83MB/s,112021988.69113956
Keccak512,16384,215.021µs,0.000215021,72.67MB/s,76197208.64473702
Keccak256Full,16384,117.731µs,0.000117731,132.72MB/s,139164705.98228166
Sha3_224,16384,124.455µs,0.000124455,125.55MB/s,131645976.45735407
Sha3_256,16384,110.549µs,0.000110549,141.34MB/s,148205773.0056355
Sha3_384,16384,148.451µs,0.000148451,105.25MB/s,110366383.52048825
Sha3_512,16384,202.144µs,0.000202144,77.30MB/s,81051131.86639227
Sha224,16384,127.154µs,0.000127154,122.88MB/s,128851628.73366155
Sha256,16384,122.467µs,0.000122467,127.59MB/s,133782978.27169769
Sha384,16384,78.058µs,0.000078058,200.17MB/s,209895206.12877604
Sha512,16384,73.538µs,0.000073538,212.48MB/s,222796377.38312164
Sha512_224,16384,73.275µs,0.000073275,213.24MB/s,223596042.30638006
Sha512_256,16384,77.676µs,0.000077676,201.16MB/s,210927442.19578764
sm3,16384,119.001µs,0.000119001,131.30MB/s,137679515.29819077
crc<u16>,16384,43.631µs,0.000043631,358.12MB/s,375512823.45121586
crc<u32>,16384,37.767µs,0.000037767,413.72MB/s,433817883.33730507
crc<u64>,16384,38.542µs,0.000038542,405.40MB/s,425094701.88365936
crc16,16384,33.544µs,0.000033544,465.81MB/s,488433102.7903649
crc32fast,16384,1.748µs,0.000001748,8.73GB/s,9372997711.67048
crc64,16384,13.665µs,0.000013665,1.12GB/s,1198975484.8152213
sha256,16384,126.889µs,0.000126889,123.14MB/s,129120727.56503716
twox_hash::XxHash32,16384,3.571µs,0.000003571,4.27GB/s,4588070568.468216
twox_hash::XxHash64,16384,2.168µs,0.000002168,7.04GB/s,7557195571.95572
twox_hash::XxHash3_64,16384,3.778µs,0.000003778,4.04GB/s,4336686077.289571
twox_hash::XxHash3_128,16384,1.232µs,0.000001232,12.39GB/s,13298701298.701298
seahash,16384,3.852µs,0.000003852,3.96GB/s,4253374870.1973
xxhash::xxh32,16384,3.987µs,0.000003987,3.83GB/s,4109355405.066466
xxhash::xxh64,16384,2.018µs,0.000002018,7.56GB/s,8118929633.300298
xxhash::xxh3_64_with_seed,16384,2.285µs,0.000002285,6.68GB/s,7170240700.218819
xxhash::xxh3_128_with_seed,16384,2.163µs,0.000002163,7.05GB/s,7574664817.383264
xxhash::const_xxh32,16384,8.381µs,0.000008381,1.82GB/s,1954897983.5341845
xxhash::const_xxh64,16384,7.049µs,0.000007049,2.16GB/s,2324301319.3360763
xxhash::const_xxh3_64_with_seed,16384,21.813µs,0.000021813,716.32MB/s,751111722.3673956
xxhash::const_xxh3_128_with_seed,16384,21.784µs,0.000021784,717.27MB/s,752111641.5717958
murmur3_32,16384,34.598µs,0.000034598,451.62MB/s,473553384.5887045
murmur3_x64_128,16384,9.734µs,0.000009734,1.57GB/s,1683172385.453051
murmur3_x86_128,16384,14.576µs,0.000014576,1.05GB/s,1124039517.01427
murmur3_32_of_slice,16384,11.476µs,0.000011476,1.33GB/s,1427675148.1352386
murmur3_x64_128_of_slice,16384,5.014µs,0.000005014,3.04GB/s,3267650578.3805346
murmur3_x86_128_of_slice,16384,8.3µs,0.0000083,1.84GB/s,1973975903.6144578
md5_compute,32768,95.255µs,0.000095255,328.07MB/s,344002939.47824264
Blake2b512,32768,84.949µs,0.000084949,367.87MB/s,385737324.74778986
Blake2s256,32768,144.631µs,0.000144631,216.07MB/s,226562770.0838686
Sha1,32768,120.201µs,0.000120201,259.98MB/s,272610044.8415571
Keccak224,32768,236.746µs,0.000236746,132.00MB/s,138409941.45624423
Keccak256,32768,251.433µs,0.000251433,124.29MB/s,130324977.23051469
Keccak384,32768,295.429µs,0.000295429,105.78MB/s,110916666.94874233
Keccak512,32768,433.215µs,0.000433215,72.14MB/s,75639116.8357513
Keccak256Full,32768,232.448µs,0.000232448,134.44MB/s,140969162.9955947
Sha3_224,32768,212.321µs,0.000212321,147.18MB/s,154332355.25454384
Sha3_256,32768,237.159µs,0.000237159,131.77MB/s,138168907.77916926
Sha3_384,32768,313.882µs,0.000313882,99.56MB/s,104395919.48566659
Sha3_512,32768,447.042µs,0.000447042,69.90MB/s,73299600.48496562
Sha224,32768,248.052µs,0.000248052,125.98MB/s,132101333.59134375
Sha256,32768,251.851µs,0.000251851,124.08MB/s,130108675.36757845
Sha384,32768,148.262µs,0.000148262,210.78MB/s,221014150.6252445
Sha512,32768,149.754µs,0.000149754,208.68MB/s,218812185.31725362
Sha512_224,32768,148.332µs,0.000148332,210.68MB/s,220909850.87506405
Sha512_256,32768,148.219µs,0.000148219,210.84MB/s,221078269.3176988
sm3,32768,216.913µs,0.000216913,144.07MB/s,151065173.59494358
crc<u16>,32768,84.572µs,0.000084572,369.51MB/s,387456841.50782764
crc<u32>,32768,74.909µs,0.000074909,417.17MB/s,437437424.0745438
crc<u64>,32768,78.53µs,0.00007853,397.94MB/s,417267286.3873679
crc16,32768,71.57µs,0.00007157,436.64MB/s,457845465.97736484
crc32fast,32768,4.092µs,0.000004092,7.46GB/s,8007820136.852395
crc64,32768,27.259µs,0.000027259,1.12GB/s,1202098389.5227265
sha256,32768,255.951µs,0.000255951,122.09MB/s,128024504.69035089
twox_hash::XxHash32,32768,7.112µs,0.000007112,4.29GB/s,4607424071.991001
twox_hash::XxHash64,32768,4.355µs,0.000004355,7.01GB/s,7524225028.702641
twox_hash::XxHash3_64,32768,14.35µs,0.00001435,2.13GB/s,2283484320.5574913
twox_hash::XxHash3_128,32768,2.234µs,0.000002234,13.66GB/s,14667860340.196957
seahash,32768,7.076µs,0.000007076,4.31GB/s,4630864895.421142
xxhash::xxh32,32768,7.56µs,0.00000756,4.04GB/s,4334391534.391535
xxhash::xxh64,32768,4.642µs,0.000004642,6.57GB/s,7059026281.775097
